emotion,source,path,augmented,emotion_class
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M031.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M033.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M039.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M040.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M041.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F005.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F010.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F011.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F020.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F021.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F022.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F029.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F030.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M007.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M008.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M009.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M010.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M013.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M018.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M025.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M026.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M034.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M036.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M037.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_F009.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F010.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F011.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F012.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F013.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F017.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F019.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F020.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F021.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F035.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M008.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M009.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M010.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M015.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M016.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M017.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M019.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M020.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F000.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F001.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F002.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F004.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F005.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F006.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F008.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F009.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F010.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F012.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F013.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F016.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F021.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F024.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F025.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F026.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M007.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M013.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M014.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M015.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M023.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M001.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M002.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_F016.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_F030.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_M000.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_M001.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_M009.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_M019.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_M043.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_F023.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_F024.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_F028.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_F030.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M018.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M019.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F012.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F013.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F014.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F016.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F029.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F014.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F015.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F016.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F017.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F018.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F019.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F020.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F021.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F024.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F028.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F029.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M009.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M010.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M011.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M023.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M024.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M025.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M026.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M030.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_F041.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_F042.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_F043.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_F045.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M041.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M042.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M043.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M045.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M046.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F015.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F016.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F017.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F018.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F019.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F023.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F026.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F027.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F029.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F030.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M004.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M009.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M010.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M011.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M019.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M020.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M022.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M023.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M026.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M010.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M011.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M012.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M014.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M015.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M017.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M021.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M027.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M028.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M031.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F001.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F002.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F003.png,0,1
happy,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F007.png,0,1
